indicator,country,countryiso3code,date,value,unit,obs_status,decimal,pais,indicador
"{'id': '1.1_TOTAL.FINAL.ENERGY.CONSUM', 'value': 'Total final energy consumption (TFEC) (TJ)'}","{'id': 'RUS', 'value': 'Russian Federation'}",,1996,16026949.275876,,,0.0,RU,1.1_TOTAL.FINAL.ENERGY.CONSUM
"{'id': '1.1_TOTAL.FINAL.ENERGY.CONSUM', 'value': 'Total final energy consumption (TFEC) (TJ)'}","{'id': 'RUS', 'value': 'Russian Federation'}",,1995,17737050.080484,,,0.0,RU,1.1_TOTAL.FINAL.ENERGY.CONSUM
"{'id': '1.1_TOTAL.FINAL.ENERGY.CONSUM', 'value': 'Total final energy consumption (TFEC) (TJ)'}","{'id': 'RUS', 'value': 'Russian Federation'}",,1994,18688468.602672,,,0.0,RU,1.1_TOTAL.FINAL.ENERGY.CONSUM
"{'id': '1.1_TOTAL.FINAL.ENERGY.CONSUM', 'value': 'Total final energy consumption (TFEC) (TJ)'}","{'id': 'RUS', 'value': 'Russian Federation'}",,1993,21390534.659124,,,0.0,RU,1.1_TOTAL.FINAL.ENERGY.CONSUM
"{'id': '1.1_TOTAL.FINAL.ENERGY.CONSUM', 'value': 'Total final energy consumption (TFEC) (TJ)'}","{'id': 'RUS', 'value': 'Russian Federation'}",,1992,21911612.064084,,,0.0,RU,1.1_TOTAL.FINAL.ENERGY.CONSUM
"{'id': '1.1_TOTAL.FINAL.ENERGY.CONSUM', 'value': 'Total final energy consumption (TFEC) (TJ)'}","{'id': 'RUS', 'value': 'Russian Federation'}",,1991,23745505.030992,,,0.0,RU,1.1_TOTAL.FINAL.ENERGY.CONSUM
"{'id': '1.1_TOTAL.FINAL.ENERGY.CONSUM', 'value': 'Total final energy consumption (TFEC) (TJ)'}","{'id': 'RUS', 'value': 'Russian Federation'}",,1990,24484213.011708,,,0.0,RU,1.1_TOTAL.FINAL.ENERGY.CONSUM
"{'id': '1.2.HCount.1.90usd', 'value': 'Poverty Headcount ($1.90 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2014,3.0689058303833,,,0.0,MX,1.2.HCount.1.90usd
"{'id': '1.2.HCount.1.90usd', 'value': 'Poverty Headcount ($1.90 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2012,3.92303919792175,,,0.0,MX,1.2.HCount.1.90usd
"{'id': '1.2.HCount.1.90usd', 'value': 'Poverty Headcount ($1.90 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2010,3.76562023162842,,,0.0,MX,1.2.HCount.1.90usd
"{'id': '1.2.HCount.1.90usd', 'value': 'Poverty Headcount ($1.90 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2008,4.12935495376587,,,0.0,MX,1.2.HCount.1.90usd
"{'id': '1.2.HCount.1.90usd', 'value': 'Poverty Headcount ($1.90 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2006,3.90812873840332,,,0.0,MX,1.2.HCount.1.90usd
"{'id': '1.2.HCount.1.90usd', 'value': 'Poverty Headcount ($1.90 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2005,5.86665678024292,,,0.0,MX,1.2.HCount.1.90usd
"{'id': '1.2.HCount.1.90usd', 'value': 'Poverty Headcount ($1.90 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2004,4.41193962097168,,,0.0,MX,1.2.HCount.1.90usd
"{'id': '1.2.HCount.1.90usd', 'value': 'Poverty Headcount ($1.90 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2002,4.57384824752808,,,0.0,MX,1.2.HCount.1.90usd
"{'id': '1.2.HCount.1.90usd', 'value': 'Poverty Headcount ($1.90 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2000,5.54704570770264,,,0.0,MX,1.2.HCount.1.90usd
"{'id': '1.2.HCount.1.90usd', 'value': 'Poverty Headcount ($1.90 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2014,2.76959824562073,,,0.0,BR,1.2.HCount.1.90usd
"{'id': '1.2.HCount.1.90usd', 'value': 'Poverty Headcount ($1.90 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2012,3.51574039459229,,,0.0,BR,1.2.HCount.1.90usd
"{'id': '1.2.HCount.1.90usd', 'value': 'Poverty Headcount ($1.90 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2011,4.13745641708374,,,0.0,BR,1.2.HCount.1.90usd
"{'id': '1.2.HCount.1.90usd', 'value': 'Poverty Headcount ($1.90 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2009,4.80015087127686,,,0.0,BR,1.2.HCount.1.90usd
"{'id': '1.2.HCount.1.90usd', 'value': 'Poverty Headcount ($1.90 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2008,4.79476928710938,,,0.0,BR,1.2.HCount.1.90usd
"{'id': '1.2.HCount.1.90usd', 'value': 'Poverty Headcount ($1.90 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2007,5.91398906707764,,,0.0,BR,1.2.HCount.1.90usd
"{'id': '1.2.HCount.1.90usd', 'value': 'Poverty Headcount ($1.90 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2006,5.90592575073242,,,0.0,BR,1.2.HCount.1.90usd
"{'id': '1.2.HCount.1.90usd', 'value': 'Poverty Headcount ($1.90 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2005,7.35751914978027,,,0.0,BR,1.2.HCount.1.90usd
"{'id': '1.2.HCount.1.90usd', 'value': 'Poverty Headcount ($1.90 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2004,8.81376075744629,,,0.0,BR,1.2.HCount.1.90usd
"{'id': '1.2.HCount.1.90usd', 'value': 'Poverty Headcount ($1.90 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2003,10.3489503860474,,,0.0,BR,1.2.HCount.1.90usd
"{'id': '1.2.HCount.1.90usd', 'value': 'Poverty Headcount ($1.90 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2002,10.0306701660156,,,0.0,BR,1.2.HCount.1.90usd
"{'id': '1.2.HCount.1.90usd', 'value': 'Poverty Headcount ($1.90 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2001,10.9029092788696,,,0.0,BR,1.2.HCount.1.90usd
"{'id': '1.2.HCount.2.5usd', 'value': 'Poverty Headcount ($2.50 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2014,7.43549537658691,,,0.0,MX,1.2.HCount.2.5usd
"{'id': '1.2.HCount.2.5usd', 'value': 'Poverty Headcount ($2.50 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2012,7.8467321395874,,,0.0,MX,1.2.HCount.2.5usd
"{'id': '1.2.HCount.2.5usd', 'value': 'Poverty Headcount ($2.50 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2010,8.25178337097168,,,0.0,MX,1.2.HCount.2.5usd
"{'id': '1.2.HCount.2.5usd', 'value': 'Poverty Headcount ($2.50 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2008,8.5565824508667,,,0.0,MX,1.2.HCount.2.5usd
"{'id': '1.2.HCount.2.5usd', 'value': 'Poverty Headcount ($2.50 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2006,7.79887676239014,,,0.0,MX,1.2.HCount.2.5usd
"{'id': '1.2.HCount.2.5usd', 'value': 'Poverty Headcount ($2.50 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2005,10.4364013671875,,,0.0,MX,1.2.HCount.2.5usd
"{'id': '1.2.HCount.2.5usd', 'value': 'Poverty Headcount ($2.50 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2004,9.25217056274414,,,0.0,MX,1.2.HCount.2.5usd
"{'id': '1.2.HCount.2.5usd', 'value': 'Poverty Headcount ($2.50 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2002,10.0115518569946,,,0.0,MX,1.2.HCount.2.5usd
"{'id': '1.2.HCount.2.5usd', 'value': 'Poverty Headcount ($2.50 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2000,10.3506345748901,,,0.0,MX,1.2.HCount.2.5usd
"{'id': '1.2.HCount.2.5usd', 'value': 'Poverty Headcount ($2.50 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2014,6.02852010726929,,,0.0,BR,1.2.HCount.2.5usd
"{'id': '1.2.HCount.2.5usd', 'value': 'Poverty Headcount ($2.50 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2012,7.43063497543335,,,0.0,BR,1.2.HCount.2.5usd
"{'id': '1.2.HCount.2.5usd', 'value': 'Poverty Headcount ($2.50 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2011,9.30717849731445,,,0.0,BR,1.2.HCount.2.5usd
"{'id': '1.2.HCount.2.5usd', 'value': 'Poverty Headcount ($2.50 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2009,11.359564781189,,,0.0,BR,1.2.HCount.2.5usd
"{'id': '1.2.HCount.2.5usd', 'value': 'Poverty Headcount ($2.50 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2008,11.7212200164795,,,0.0,BR,1.2.HCount.2.5usd
"{'id': '1.2.HCount.2.5usd', 'value': 'Poverty Headcount ($2.50 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2007,13.9846267700195,,,0.0,BR,1.2.HCount.2.5usd
"{'id': '1.2.HCount.2.5usd', 'value': 'Poverty Headcount ($2.50 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2006,14.9130277633667,,,0.0,BR,1.2.HCount.2.5usd
"{'id': '1.2.HCount.2.5usd', 'value': 'Poverty Headcount ($2.50 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2005,18.2150115966797,,,0.0,BR,1.2.HCount.2.5usd
"{'id': '1.2.HCount.2.5usd', 'value': 'Poverty Headcount ($2.50 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2004,20.2727088928223,,,0.0,BR,1.2.HCount.2.5usd
"{'id': '1.2.HCount.2.5usd', 'value': 'Poverty Headcount ($2.50 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2003,22.1875762939453,,,0.0,BR,1.2.HCount.2.5usd
"{'id': '1.2.HCount.2.5usd', 'value': 'Poverty Headcount ($2.50 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2002,21.2196445465088,,,0.0,BR,1.2.HCount.2.5usd
"{'id': '1.2.HCount.2.5usd', 'value': 'Poverty Headcount ($2.50 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2001,22.2446155548096,,,0.0,BR,1.2.HCount.2.5usd
"{'id': '1.2.HCount.Mid10to50', 'value': 'Middle Class ($10-50 a day) Headcount-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2014,29.2550659179688,,,0.0,MX,1.2.HCount.Mid10to50
"{'id': '1.2.HCount.Mid10to50', 'value': 'Middle Class ($10-50 a day) Headcount-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2012,31.8114700317383,,,0.0,MX,1.2.HCount.Mid10to50
"{'id': '1.2.HCount.Mid10to50', 'value': 'Middle Class ($10-50 a day) Headcount-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2010,30.2914581298828,,,0.0,MX,1.2.HCount.Mid10to50
"{'id': '1.2.HCount.Mid10to50', 'value': 'Middle Class ($10-50 a day) Headcount-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2008,33.476448059082,,,0.0,MX,1.2.HCount.Mid10to50
"{'id': '1.2.HCount.Mid10to50', 'value': 'Middle Class ($10-50 a day) Headcount-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2006,32.5131530761719,,,0.0,MX,1.2.HCount.Mid10to50
"{'id': '1.2.HCount.Mid10to50', 'value': 'Middle Class ($10-50 a day) Headcount-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2005,31.1659164428711,,,0.0,MX,1.2.HCount.Mid10to50
"{'id': '1.2.HCount.Mid10to50', 'value': 'Middle Class ($10-50 a day) Headcount-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2004,29.9919738769531,,,0.0,MX,1.2.HCount.Mid10to50
"{'id': '1.2.HCount.Mid10to50', 'value': 'Middle Class ($10-50 a day) Headcount-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2002,28.183479309082,,,0.0,MX,1.2.HCount.Mid10to50
"{'id': '1.2.HCount.Mid10to50', 'value': 'Middle Class ($10-50 a day) Headcount-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2000,27.8696746826172,,,0.0,MX,1.2.HCount.Mid10to50
"{'id': '1.2.HCount.Mid10to50', 'value': 'Middle Class ($10-50 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2014,45.0080757141113,,,0.0,BR,1.2.HCount.Mid10to50
"{'id': '1.2.HCount.Mid10to50', 'value': 'Middle Class ($10-50 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2012,42.2329216003418,,,0.0,BR,1.2.HCount.Mid10to50
"{'id': '1.2.HCount.Mid10to50', 'value': 'Middle Class ($10-50 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2011,37.3793334960938,,,0.0,BR,1.2.HCount.Mid10to50
"{'id': '1.2.HCount.Mid10to50', 'value': 'Middle Class ($10-50 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2009,34.1401443481445,,,0.0,BR,1.2.HCount.Mid10to50
"{'id': '1.2.HCount.Mid10to50', 'value': 'Middle Class ($10-50 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2008,32.9898223876953,,,0.0,BR,1.2.HCount.Mid10to50
"{'id': '1.2.HCount.Mid10to50', 'value': 'Middle Class ($10-50 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2007,31.0078277587891,,,0.0,BR,1.2.HCount.Mid10to50
"{'id': '1.2.HCount.Mid10to50', 'value': 'Middle Class ($10-50 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2006,29.1013107299805,,,0.0,BR,1.2.HCount.Mid10to50
"{'id': '1.2.HCount.Mid10to50', 'value': 'Middle Class ($10-50 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2005,26.926628112793,,,0.0,BR,1.2.HCount.Mid10to50
"{'id': '1.2.HCount.Mid10to50', 'value': 'Middle Class ($10-50 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2004,25.2896118164063,,,0.0,BR,1.2.HCount.Mid10to50
"{'id': '1.2.HCount.Mid10to50', 'value': 'Middle Class ($10-50 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2003,24.3952484130859,,,0.0,BR,1.2.HCount.Mid10to50
"{'id': '1.2.HCount.Mid10to50', 'value': 'Middle Class ($10-50 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2002,25.1982574462891,,,0.0,BR,1.2.HCount.Mid10to50
"{'id': '1.2.HCount.Mid10to50', 'value': 'Middle Class ($10-50 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2001,24.9530029296875,,,0.0,BR,1.2.HCount.Mid10to50
"{'id': '1.2.HCount.Ofcl', 'value': 'Official Moderate Poverty Rate-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2014,50.5,,,0.0,MX,1.2.HCount.Ofcl
"{'id': '1.2.HCount.Ofcl', 'value': 'Official Moderate Poverty Rate-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2012,48.3,,,0.0,MX,1.2.HCount.Ofcl
"{'id': '1.2.HCount.Ofcl', 'value': 'Official Moderate Poverty Rate-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2010,47.8,,,0.0,MX,1.2.HCount.Ofcl
"{'id': '1.2.HCount.Ofcl', 'value': 'Official Moderate Poverty Rate-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2008,44.8,,,0.0,MX,1.2.HCount.Ofcl
"{'id': '1.2.HCount.Ofcl', 'value': 'Official Moderate Poverty Rate-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2006,35.8,,,0.0,MX,1.2.HCount.Ofcl
"{'id': '1.2.HCount.Ofcl', 'value': 'Official Moderate Poverty Rate-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2005,38.3,,,0.0,MX,1.2.HCount.Ofcl
"{'id': '1.2.HCount.Ofcl', 'value': 'Official Moderate Poverty Rate-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2004,41.1,,,0.0,MX,1.2.HCount.Ofcl
"{'id': '1.2.HCount.Ofcl', 'value': 'Official Moderate Poverty Rate-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2002,41.1,,,0.0,MX,1.2.HCount.Ofcl
"{'id': '1.2.HCount.Ofcl', 'value': 'Official Moderate Poverty Rate-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2000,43.7,,,0.0,MX,1.2.HCount.Ofcl
"{'id': '1.2.HCount.Poor4uds', 'value': 'Poverty Headcount ($4 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2014,21.6591854095459,,,0.0,MX,1.2.HCount.Poor4uds
"{'id': '1.2.HCount.Poor4uds', 'value': 'Poverty Headcount ($4 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2012,21.6425113677979,,,0.0,MX,1.2.HCount.Poor4uds
"{'id': '1.2.HCount.Poor4uds', 'value': 'Poverty Headcount ($4 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2010,22.445182800293,,,0.0,MX,1.2.HCount.Poor4uds
"{'id': '1.2.HCount.Poor4uds', 'value': 'Poverty Headcount ($4 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2008,21.4882755279541,,,0.0,MX,1.2.HCount.Poor4uds
"{'id': '1.2.HCount.Poor4uds', 'value': 'Poverty Headcount ($4 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2006,20.9768943786621,,,0.0,MX,1.2.HCount.Poor4uds
"{'id': '1.2.HCount.Poor4uds', 'value': 'Poverty Headcount ($4 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2005,23.3862133026123,,,0.0,MX,1.2.HCount.Poor4uds
"{'id': '1.2.HCount.Poor4uds', 'value': 'Poverty Headcount ($4 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2004,23.6106300354004,,,0.0,MX,1.2.HCount.Poor4uds
"{'id': '1.2.HCount.Poor4uds', 'value': 'Poverty Headcount ($4 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2002,24.8040180206299,,,0.0,MX,1.2.HCount.Poor4uds
"{'id': '1.2.HCount.Poor4uds', 'value': 'Poverty Headcount ($4 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2000,26.0446586608887,,,0.0,MX,1.2.HCount.Poor4uds
"{'id': '1.2.HCount.Poor4uds', 'value': 'Poverty Headcount ($4 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2014,15.2466640472412,,,0.0,BR,1.2.HCount.Poor4uds
"{'id': '1.2.HCount.Poor4uds', 'value': 'Poverty Headcount ($4 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2012,17.4912776947021,,,0.0,BR,1.2.HCount.Poor4uds
"{'id': '1.2.HCount.Poor4uds', 'value': 'Poverty Headcount ($4 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2011,20.2878131866455,,,0.0,BR,1.2.HCount.Poor4uds
"{'id': '1.2.HCount.Poor4uds', 'value': 'Poverty Headcount ($4 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2009,23.1473808288574,,,0.0,BR,1.2.HCount.Poor4uds
"{'id': '1.2.HCount.Poor4uds', 'value': 'Poverty Headcount ($4 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2008,24.6365299224854,,,0.0,BR,1.2.HCount.Poor4uds
"{'id': '1.2.HCount.Poor4uds', 'value': 'Poverty Headcount ($4 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2007,27.3868560791016,,,0.0,BR,1.2.HCount.Poor4uds
"{'id': '1.2.HCount.Poor4uds', 'value': 'Poverty Headcount ($4 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2006,29.7916107177734,,,0.0,BR,1.2.HCount.Poor4uds
"{'id': '1.2.HCount.Poor4uds', 'value': 'Poverty Headcount ($4 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2005,33.3167762756348,,,0.0,BR,1.2.HCount.Poor4uds
"{'id': '1.2.HCount.Poor4uds', 'value': 'Poverty Headcount ($4 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2004,36.1934776306152,,,0.0,BR,1.2.HCount.Poor4uds
"{'id': '1.2.HCount.Poor4uds', 'value': 'Poverty Headcount ($4 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2003,38.4620170593262,,,0.0,BR,1.2.HCount.Poor4uds
"{'id': '1.2.HCount.Poor4uds', 'value': 'Poverty Headcount ($4 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2002,37.1643028259277,,,0.0,BR,1.2.HCount.Poor4uds
"{'id': '1.2.HCount.Poor4uds', 'value': 'Poverty Headcount ($4 a day)-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2001,38.1305236816406,,,0.0,BR,1.2.HCount.Poor4uds
"{'id': '1.2.HCount.Vul4to10', 'value': 'Vulnerable ($4-10 a day) Headcount-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2014,47.0804290771484,,,0.0,MX,1.2.HCount.Vul4to10
"{'id': '1.2.HCount.Vul4to10', 'value': 'Vulnerable ($4-10 a day) Headcount-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2012,44.1788177490234,,,0.0,MX,1.2.HCount.Vul4to10
"{'id': '1.2.HCount.Vul4to10', 'value': 'Vulnerable ($4-10 a day) Headcount-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2010,45.5930557250977,,,0.0,MX,1.2.HCount.Vul4to10
"{'id': '1.2.HCount.Vul4to10', 'value': 'Vulnerable ($4-10 a day) Headcount-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2008,42.8148040771484,,,0.0,MX,1.2.HCount.Vul4to10
"{'id': '1.2.HCount.Vul4to10', 'value': 'Vulnerable ($4-10 a day) Headcount-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2006,44.3520088195801,,,0.0,MX,1.2.HCount.Vul4to10
"{'id': '1.2.HCount.Vul4to10', 'value': 'Vulnerable ($4-10 a day) Headcount-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2005,43.4432601928711,,,0.0,MX,1.2.HCount.Vul4to10
"{'id': '1.2.HCount.Vul4to10', 'value': 'Vulnerable ($4-10 a day) Headcount-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2004,44.5169105529785,,,0.0,MX,1.2.HCount.Vul4to10
"{'id': '1.2.HCount.Vul4to10', 'value': 'Vulnerable ($4-10 a day) Headcount-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2002,45.0601959228516,,,0.0,MX,1.2.HCount.Vul4to10
"{'id': '1.2.HCount.Vul4to10', 'value': 'Vulnerable ($4-10 a day) Headcount-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2000,43.7537498474121,,,0.0,MX,1.2.HCount.Vul4to10
"{'id': '1.2.HCount.Vul4to10', 'value': 'Vulnerable ($4-10 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2014,35.0386123657227,,,0.0,BR,1.2.HCount.Vul4to10
"{'id': '1.2.HCount.Vul4to10', 'value': 'Vulnerable ($4-10 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2012,36.1777572631836,,,0.0,BR,1.2.HCount.Vul4to10
"{'id': '1.2.HCount.Vul4to10', 'value': 'Vulnerable ($4-10 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2011,38.5025100708008,,,0.0,BR,1.2.HCount.Vul4to10
"{'id': '1.2.HCount.Vul4to10', 'value': 'Vulnerable ($4-10 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2009,39.1673545837402,,,0.0,BR,1.2.HCount.Vul4to10
"{'id': '1.2.HCount.Vul4to10', 'value': 'Vulnerable ($4-10 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2008,39.0172882080078,,,0.0,BR,1.2.HCount.Vul4to10
"{'id': '1.2.HCount.Vul4to10', 'value': 'Vulnerable ($4-10 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2007,38.4124755859375,,,0.0,BR,1.2.HCount.Vul4to10
"{'id': '1.2.HCount.Vul4to10', 'value': 'Vulnerable ($4-10 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2006,37.8721542358398,,,0.0,BR,1.2.HCount.Vul4to10
"{'id': '1.2.HCount.Vul4to10', 'value': 'Vulnerable ($4-10 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2005,36.9393424987793,,,0.0,BR,1.2.HCount.Vul4to10
"{'id': '1.2.HCount.Vul4to10', 'value': 'Vulnerable ($4-10 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2004,36.0330390930176,,,0.0,BR,1.2.HCount.Vul4to10
"{'id': '1.2.HCount.Vul4to10', 'value': 'Vulnerable ($4-10 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2003,34.5389747619629,,,0.0,BR,1.2.HCount.Vul4to10
"{'id': '1.2.HCount.Vul4to10', 'value': 'Vulnerable ($4-10 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2002,34.696231842041,,,0.0,BR,1.2.HCount.Vul4to10
"{'id': '1.2.HCount.Vul4to10', 'value': 'Vulnerable ($4-10 a day) Headcount-Urban'}","{'id': 'BRA', 'value': 'Brazil'}",,2001,34.1434173583984,,,0.0,BR,1.2.HCount.Vul4to10
"{'id': '1.2.PGap.1.90usd', 'value': 'Poverty Gap ($1.90 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2014,1.3135085105896,,,0.0,MX,1.2.PGap.1.90usd
"{'id': '1.2.PGap.1.90usd', 'value': 'Poverty Gap ($1.90 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2012,1.61374735832214,,,0.0,MX,1.2.PGap.1.90usd
"{'id': '1.2.PGap.1.90usd', 'value': 'Poverty Gap ($1.90 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2010,1.80716741085052,,,0.0,MX,1.2.PGap.1.90usd
"{'id': '1.2.PGap.1.90usd', 'value': 'Poverty Gap ($1.90 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2008,1.83002495765686,,,0.0,MX,1.2.PGap.1.90usd
"{'id': '1.2.PGap.1.90usd', 'value': 'Poverty Gap ($1.90 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2006,1.71256899833679,,,0.0,MX,1.2.PGap.1.90usd
"{'id': '1.2.PGap.1.90usd', 'value': 'Poverty Gap ($1.90 a day)-Urban'}","{'id': 'MEX', 'value': 'Mexico'}",,2005,2.30120968818665,,,0.0,MX,1.2.PGap.1.90usd
